observation_start_date,observation_end_date,county_name,cbsa_name,cbsa_type,area_id,cbsa_id,inflow,outflow,income_diff,lat,lon
2019-02-01,2019-02-28,Miami-Dade County,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,12086004406,33100,63,40,9993.9,25.778453676670782,-80.1407206055922
2019-02-01,2019-02-28,Miami-Dade County,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,12086000212,33100,49,18,1607.8,25.932442303800187,-80.157844314321622
2019-02-01,2019-02-28,Miami-Dade County,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,12086007606,33100,13,19,-49889.0,25.718791401954356,-80.298166613650437
2019-02-01,2019-02-28,Miami-Dade County,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,12086010609,33100,15,63,32979.0,25.570395929111662,-80.3618145697354
2019-02-01,2019-02-28,Miami-Dade County,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,12086009027,33100,21,67,-23234.0,25.776656209306413,-80.3431590083079
2019-02-01,2019-02-28,Miami-Dade County,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,12086002502,33100,43,66,31094.8,25.808833365088873,-80.212109871361235
2019-02-01,2019-02-28,Miami-Dade County,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,12086005405,33100,44,21,6815.7,25.776166619592537,-80.232207132102289
2019-02-01,2019-02-28,Miami-Dade County,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,12086000404,33100,53,19,10962.5,25.890139014706655,-80.235179127508957
2019-02-01,2019-02-28,Miami-Dade County,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,12086001606,33100,19,83,31300.0,25.826898196284656,-80.274986049886067
2019-02-01,2019-02-28,Miami-Dade County,"Miami-Fort Lauderdale-Pompano Beach, FL",Metropolitan,12086009022,33100,45,38,-10295.1,25.764255735294213,-80.382488843948977
